460.94878|ISTEP 15. 1 - host_build_stop_image
465.16758|FAPI|p9_pstate_parameter_block.C:   WOF IDDQ margin factor     = 0
465.16760|FAPI|p9_pstate_parameter_block.C:   VDD  Temperature scaling factor = 13000
465.16762|FAPI|p9_pstate_parameter_block.C:   VDN  Temperature scaling factor = 13000
465.16764|FAPI|p9_pstate_parameter_block.C:   IDDQ data is converted 5mA units to 1mA units
465.16767|FAPI|p9_pstate_parameter_block.C: %s   %sV    %sV    %sV    %sV    %sV    %sV  
465.16771|FAPI|p9_pstate_parameter_block.C: %s   4.474    4.735     5.54    5.315    5.705     6.16 
465.16775|FAPI|p9_pstate_parameter_block.C: %s   0.645     0.71     0.71    0.775     0.84     0.97 
465.16780|FAPI|p9_pstate_parameter_block.C: %s   1.815    1.945   2.99999999999997   2.1400000000000001    2.334    2.524 
465.16785|FAPI|p9_pstate_parameter_block.C: %sQuad 0:    3.44   3.2400000000000002    3.435     3.62     3.89    4.214 
465.16790|FAPI|p9_pstate_parameter_block.C: %sQuad 1:  3.2400000000000002    3.435     3.62     3.89     4.15    4.474 
465.16796|FAPI|p9_pstate_parameter_block.C: %sQuad 2:   1.815    1.945   2.99999999999997   2.1400000000000001    2.334    2.524 
465.16800|FAPI|p9_pstate_parameter_block.C: %sQuad 3:   1.815    1.945     2.75   2.1400000000000001    2.334    2.524 
465.16806|FAPI|p9_pstate_parameter_block.C: %sQuad 4:   1.815    1.945   2.99999999999997   2.1400000000000001    2.334    2.524 
465.16811|FAPI|p9_pstate_parameter_block.C: %sQuad 5:   1.815    1.945     2.75   2.1400000000000001    2.334    2.524 
465.16816|FAPI|p9_pstate_parameter_block.C: %s  4.684999999999999     4.67     4.67     4.67     4.67     4.67 
465.16820|FAPI|p9_pstate_parameter_block.C: %s   83.5     83.0     83.0     83.0     83.0     83.0  
465.16824|FAPI|p9_pstate_parameter_block.C: %s   83.0     83.0     83.0     83.0     83.0     83.0  
465.16827|FAPI|p9_pstate_parameter_block.C: %s   83.0     83.0     83.0     83.0     83.0     83.0  
465.16831|FAPI|p9_pstate_parameter_block.C: %sQuad 0:   83.0     83.0     83.0     83.0     83.0     83.0  
465.16835|FAPI|p9_pstate_parameter_block.C: %sQuad 1:   83.0     83.0     83.0     83.0     83.0     83.0  
465.16839|FAPI|p9_pstate_parameter_block.C: %sQuad 2:   83.0     83.0     83.0     83.0     83.0     83.0  
465.16843|FAPI|p9_pstate_parameter_block.C: %sQuad 3:   83.0     83.0     83.0     83.0     83.0     83.0  
465.16847|FAPI|p9_pstate_parameter_block.C: %sQuad 4:   83.0     83.0     83.0     83.0     83.0     83.0  
465.16851|FAPI|p9_pstate_parameter_block.C: %sQuad 5:   83.0     83.0     83.0     83.0     83.0     83.0  
465.16855|FAPI|p9_pstate_parameter_block.C: %s   83.0     83.0     83.0     83.0     83.0     83.0  
465.16859|FAPI|p9_pstate_parameter_block.C: ---------------------------------------------------------------------------------------
465.16861|FAPI_I|p9_pstate_parameter_block.C: < p9_pstate_parameter_block
465.16864|FAPI|p9_hcode_image_build.C: Magic Word 0x43504d525f322e30 Copy Start Index 0x000075f0
465.16899|FAPI|p9_hcode_image_build.C: CME PS Offset 0x000003d3 x32= 0x00007a60
465.16901|FAPI|p9_hcode_image_build.C: Copying OCC P-State Parameter Block
465.16903|FAPI|p9_hcode_image_build.C: PPMR GEN PSTABLE 16384(KB)
465.16922|FAPI|p9_hcode_image_build.C: << buildParameterBlock
465.16924|FAPI|p9_hcode_image_build.C: >> updateCpmrCmeRegion
465.16958|FAPI|p9_hcode_image_build.C: Custom Len 0x00000016
465.16962|FAPI|p9_hcode_image_build.C: ========================= CME Header Start ==================================
465.16963|FAPI|p9_hcode_image_build.C:   HC Offset       :   0x00000000
465.16965|FAPI|p9_hcode_image_build.C:   HC Size         :   0x000075F0
465.16966|FAPI|p9_hcode_image_build.C:   PS Offset       :   0x00000000
465.16968|FAPI|p9_hcode_image_build.C:   PS Size         :   0x00000000
465.16969|FAPI|p9_hcode_image_build.C:   CR Offset       :   0x000075F0
465.16970|FAPI|p9_hcode_image_build.C:   CR Ovrd Offset  :   0x00000000
465.16972|FAPI|p9_hcode_image_build.C:   CR Size         :   0x00000418
465.16974|FAPI|p9_hcode_image_build.C:   CSR Offset      :   0x000003D1 (Real offset / 32) 
465.16977|FAPI|p9_hcode_image_build.C:   CSR Length      :   0x00000002 (Real length / 32)
465.16978|FAPI|p9_hcode_image_build.C:   CME PS Offset   :   0x000003D3
465.16981|FAPI|p9_hcode_image_build.C:   SCOM Offset     :   0x000003E7 (Real offset / 32)
465.16982|FAPI|p9_hcode_image_build.C:   SCOM Area Len   :   0x00000200
465.16984|FAPI|p9_hcode_image_build.C:   CPMR Phy Add    :   0x00000001fda00000
465.16986|FAPI|p9_hcode_image_build.C:   Timebase (Hz)   :   0x01BCE39A (29156250)
465.16988|FAPI|p9_hcode_image_build.C:   UnSecure HOMER  :   0x00000001fda00000
465.16992|FAPI|p9_hcode_image_build.C: ========================= CME Header End ==================================
465.16995|FAPI|p9_hcode_image_build.C: ==========================CPMR Header===========================================
465.16998|FAPI|p9_hcode_image_build.C:  CPMR Ver         : 0xF11EAD9C
465.16999|FAPI|p9_hcode_image_build.C:  CME HC Offset    : 0x000020C0
465.17000|FAPI|p9_hcode_image_build.C:  CME HC Length    : 0x000075F0
465.17002|FAPI|p9_hcode_image_build.C:  PS  Offset       : 0x00041800
465.17003|FAPI|p9_hcode_image_build.C:  PS  Length       : 0x00000000
465.17005|FAPI|p9_hcode_image_build.C:  CR  Offset       : 0x00048DF0
465.17006|FAPI|p9_hcode_image_build.C:  CR  Length       : 0x00000418
465.17007|FAPI|p9_hcode_image_build.C:  CSR Offset       : 0x00002491
465.17009|FAPI|p9_hcode_image_build.C:  CSR Length       : 0x00000002
465.17010|FAPI|p9_hcode_image_build.C:  Core SCOM Offset : 0x00040000
465.17011|FAPI|p9_hcode_image_build.C:  Core SCOM Length : 0x00001800
465.17012|FAPI|p9_hcode_image_build.C:  Max SCOM Entries : 0x0000000F
465.17014|FAPI|p9_hcode_image_build.C:  Quad0 P-State    : 0x000024A9
465.17015|FAPI|p9_hcode_image_build.C:  Quad1 P-State    : 0x000024D5
465.17017|FAPI|p9_hcode_image_build.C:  Quad2 P-State    : 0x00000000
465.17018|FAPI|p9_hcode_image_build.C:  Quad3 P-State    : 0x00000000
465.17019|FAPI|p9_hcode_image_build.C:  Quad4 P-State    : 0x00000000
465.17021|FAPI|p9_hcode_image_build.C:  Quad5 P-State    : 0x00000000
465.17024|FAPI|p9_hcode_image_build.C: ==================================CPMR Ends=====================================
465.17026|FAPI|p9_hcode_image_build.C: << updateCpmrCmeRegion
465.17176|FAPI|p9_hcode_image_build.C: >> updateQpmrHeader
465.17179|FAPI|p9_hcode_image_build.C: ==============================QPMR==================================
465.17181|FAPI|p9_hcode_image_build.C:   Quad SCOM Offset        : 0x00020000
465.17183|FAPI|p9_hcode_image_build.C:   Quad SCOM Length        : 0x00001800
465.17185|FAPI|p9_hcode_image_build.C: << updateQpmrHeader
465.20695|FAPI|p9_hcode_image_build.C: >> updatePgpeHeader
465.20698|FAPI|p9_hcode_image_build.C: >> populateEpsilonL2ScomReg
465.20849|FAPI|p9_hcode_image_build.C: << populateEpsilonL2ScomReg
465.20852|FAPI|p9_hcode_image_build.C: << populateEpsilonL3ScomReg
465.20854|FAPI|p9_hcode_image_build.C: >> populateNcuRngBarScomReg
465.21014|FAPI|p9_hcode_image_build.C: >> validateSramImageSize
465.21020|FAPI_I|p9_hcode_image_build.C: SGPE SRAM Image Size : 0x0000CD8C Size Check : SUCCESS
465.21023|FAPI_I|p9_hcode_image_build.C: CME SRAM Image Size : 0x00007EE0 Size Check : SUCCESS
465.21026|FAPI_I|p9_hcode_image_build.C: PGPE SRAM Image Size : 0x0000BFF0 Size Check : SUCCESS
465.21027|FAPI|p9_hcode_image_build.C: << validateSramImageSize
465.21030|FAPI|p9_hcode_image_build.C: >> updateImageFlags
465.21182|FAPI|p9_hcode_image_build.C: CME Flag Value                : 0x00000000
465.21184|FAPI|p9_hcode_image_build.C: CME QM Flag Value             : 0xf100
465.21187|FAPI|p9_hcode_image_build.C: SGPE Flag Value               : 0x04000000
465.21189|FAPI|p9_hcode_image_build.C: SGPE Chtm Config              : 0x0000000000000000
465.21191|FAPI|p9_hcode_image_build.C: PGPE Flag Value               : 0x0000f032
465.21192|FAPI|p9_hcode_image_build.C: << updateImageFlags
465.21194|FAPI|p9_hcode_image_build.C: >> setFabricIds
465.21196|FAPI|p9_hcode_image_build.C: << setFabricIds
465.21197|FAPI|p9_hcode_image_build.C: >> updateGpeAttributes
465.21199|FAPI|p9_hcode_image_build.C: << updateGpeAttributes
465.21200|FAPI|p9_hcode_image_build.C: >> customizeMagicWord
465.21202|FAPI|p9_hcode_image_build.C: =========== Header Magic Words Info ===========
465.21205|FAPI|p9_hcode_image_build.C: QPMR Magic Word 		:		 QPMR_1.0 ( 0x51504d525f312e30 ) 
465.21208|FAPI|p9_hcode_image_build.C: CPMR Magic Word 		:		 CPMR_2.0 ( 0x43504d525f322e30 ) 
465.21211|FAPI|p9_hcode_image_build.C: PPMR Magic Word 		:		 PPMR_1.0 ( 0x50504d525f312e30 ) 
465.21214|FAPI|p9_hcode_image_build.C: SGPE Magic Word 		:		 SGPE_1.0 ( 0x534750455f312e30 ) 
465.21217|FAPI|p9_hcode_image_build.C: CME Magic Word 		:		 CME__1.0 ( 0x434d455f5f312e30 ) 
465.21220|FAPI|p9_hcode_image_build.C: PGPE Magic Word 		:		 PGPE_1.0 ( 0x504750455f312e30 ) 
465.21223|FAPI|p9_hcode_image_build.C: =========== Header Magic Words Info Ends ===========
465.21224|FAPI|p9_hcode_image_build.C: << customizeMagicWord
465.21227|FAPI_I|p9_hcode_image_build.C: << p9_hcode_image_build
465.22802|ISTEPS_TRACE|applyHcodeGenCpuRegs SUCCESS 
465.23641|FAPI|p9_setup_runtime_wakeup_mode.C: > p9_setup_runtime_wakeup_mode
465.23684|SCAN|TRACE : GETSCOM     :  pu.core:k0:n0:s0:p00:c1 : 00000000200F0106 0000000000000000
465.23689|SCAN|TRACE : PUTSCOM     :  pu.core:k0:n0:s0:p00:c1 : 00000000200F0106 1800000000000000
465.23693|SCAN|TRACE : GETSCOM     :  pu.core:k0:n0:s0:p00:c3 : 00000000200F0106 0004000000000000
465.23699|SCAN|TRACE : PUTSCOM     :  pu.core:k0:n0:s0:p00:c3 : 00000000200F0106 1804000000000000
465.23703|SCAN|TRACE : GETSCOM     :  pu.core:k0:n0:s0:p00:c4 : 00000000200F0106 0004000000000000
465.23708|SCAN|TRACE : PUTSCOM     :  pu.core:k0:n0:s0:p00:c4 : 00000000200F0106 1804000000000000
465.23713|SCAN|TRACE : GETSCOM     :  pu.core:k0:n0:s0:p00:c7 : 00000000200F0106 0004000000000000
465.23717|SCAN|TRACE : PUTSCOM     :  pu.core:k0:n0:s0:p00:c7 : 00000000200F0106 1804000000000000
465.23719|FAPI|p9_setup_runtime_wakeup_mode.C: < p9_setup_runtime_wakeup_mode
465.23930|ISTEPS_TRACE|host_build_stop_image exit
472.33333|SCOM|doMulticastWorkaround on 00050000 for 50040018
472.33389|SCOM|doMulticastWorkaround on 00050000 for 50040009
472.33463|ERRL|I>Got an error log Msg - Type: 0x00000039
472.33464|ERRL|I>Flush message received
472.33466|INITSVC|<<doIstep: step 15, substep 1
472.33469|INITSVC|>>doIstep: step 15, substep 2, task proc_set_pba_homer_bar
